Variable,Count,Mean,Std. Dev.,Min,25%,50%,75%,Max
nim,351460.0,85.1576186454159,29.46816052111122,-555.8842251095218,73.43448250432445,84.11529329348883,95.0324754092727,3049.1783455664518
deposit_profile_mean,350962.0,0.2183793536254209,0.10989814999144638,0.0,0.15120885391067704,0.21041452802774702,0.2753119341269372,1.0
delta_ffr,351460.0,5.961022668683278,33.758649536240334,-119.61538461538461,-1.1028428093645495,0.9560439560439562,5.808913308913308,147.0434782608696
tightening,351460.0,0.26336425197746544,0.44045893651118634,0.0,0.0,0.0,1.0,1.0
cum_delta_ffr_4q,330533.0,25.247662184554567,112.66922167577896,-233.85714285714283,-5.913043478260871,4.066666666666666,57.80219780219782,439.31111111111113
delta_ffr_pos,351460.0,11.130232737673401,26.663488050243384,0.0,0.0,0.9560439560439562,5.808913308913308,147.0434782608696
delta_ffr_neg,351460.0,-5.1692100689901235,17.709756458682023,-119.61538461538461,-1.1028428093645495,0.0,0.0,0.0
lag_log_assets,351460.0,12.42137820382859,1.4279216847084046,7.237778191923443,11.491037665212199,12.254955662506,13.140543119907623,22.05524946103736
lag_deposit_ratio,351460.0,0.8303982605716567,0.11497824925477267,0.0,0.8107295333335502,0.8551877897682685,0.8860193338273581,1.1519052523171989
